"LON","LAT","YEAR","MM","DD","DOY","YYYYMMDD","ALLSKY_SFC_SW_DWN","RH2M","T2M","T2MDEW","T2M_MAX","WS2M","ALLSKY_SFC_LW_DWN","PS","YEAR","T2MWET","T2M_MIN","WD50M","WS50M","ALLSKY_SFC_SW_DIFF","ALLSKY_SFC_SW_DNI","ALLSKY_SRF_ALB","CLOUD_AMT","YEAR","PRECTOTCORR","WD2M","TOA_SW_DWN","GWETPROF","TS","WD10M","WS10M","ALLSKY_KT","YEAR","ALLSKY_SFC_PAR_TOT","CLRSKY_SFC_SW_DWN","GWETROOT","QV2M","T2M_RANGE","GWETTOP","WS10M_MAX","WS10M_MIN","YEAR","WS10M_RANGE","WS50M_MAX","WS50M_MIN","ALLSKY_SFC_UVA","WS50M_RANGE","ALLSKY_SFC_UVB","ALLSKY_SFC_UV_INDEX","CDD0","YEAR","CDD18_3","CLRSKY_KT","CLRSKY_SFC_PAR_TOT","FROST_DAYS","HDD0","HDD18_3","IMERG_PRECTOT","MIDDAY_INSOL","YEAR","SNODP","SZA","TOA_SW_DNI","TS_MAX","TS_MIN","WS2M_MAX","WS2M_MIN","WS2M_RANGE","YEAR","AOD_55","PW","AIRMASS","U10M","V10M","ALLSKY_NKT","ALLSKY_SFC_LW_UP","ALLSKY_SFC_PAR_DIFF","YEAR","ALLSKY_SFC_PAR_DIRH","ALLSKY_SFC_SW_DIRH","ALLSKY_SFC_SW_UP","AOD_55_ADJ","AOD_84","CLOUD_AMT_DAY","CLOUD_AMT_NIGHT","CLOUD_OD","YEAR","CLRSKY_DAYS","CLRSKY_NKT","CLRSKY_SFC_LW_DWN","CLRSKY_SFC_LW_UP","CLRSKY_SFC_PAR_DIFF","CLRSKY_SFC_PAR_DIRH","CLRSKY_SFC_SW_DIFF","CLRSKY_SFC_SW_DIRH","YEAR","CLRSKY_SFC_SW_DNI","CLRSKY_SFC_SW_UP","CLRSKY_SRF_ALB","DISPH","EVLAND","EVPTRNS","FRSEAICE","FRSNO","YEAR","IMERG_PRECLIQUID_PROB","IMERG_PRECTOT_COUNT","ORIGINAL_ALLSKY_SFC_LW_DWN","ORIGINAL_ALLSKY_SFC_SW_DIFF","ORIGINAL_ALLSKY_SFC_SW_DIRH","ORIGINAL_ALLSKY_SFC_SW_DWN","ORIGINAL_CLRSKY_SFC_LW_DWN","ORIGINAL_CLRSKY_SFC_SW_DWN","YEAR","PBLTOP","PRECSNO","PRECSNOLAND","PSH","QV10M","RHOA","SLP","SRF_ALB_ADJ","YEAR","T10M","T10M_MAX","T10M_MIN","T10M_RANGE","TO3","TQV","TROPPB","TROPQ","YEAR","TROPT","TSOIL1","TSOIL2","TSOIL3","TSOIL4","TSOIL5","TSOIL6","TSURF","YEAR","TS_ADJ","TS_RANGE","U2M","U50M","V2M","V50M","Z0M"
108.025131,34.300369,2025,6,29,180,2025-06-29,24.57,62.49,28.52,19.74,35.52,1.38,36.31,91.69,2025,24.13,21.84,95.7,2.93,10.24,16.96,0.16,55.32,2025,5.57,102,41.37,0.45,29.67,98,2.05,0.59,2025,11.22,27.46,0.43,15.85,13.68,0.43,4.1,0.14,2025,3.96,5.05,0.32,1.45,4.73,0.04,2.22,28.68,2025,10.38,0.66,12.48,0,0,0,NA,75.7,2025,0,NA,66.41,40.54,21.19,3,0.04,2.96,2025,0.5,4.45,2.51,-1.47,0.21,0.69,41.69,6.76,2025,4.46,14.33,3.91,0.51,0.33,46.42,67.78,3.71,2025,0,0.77,35.28,41.66,5.55,6.93,9.27,18.18,2025,24.27,4.35,0.16,0.33,3.01,1.18,0,0,2025,NA,NA,NA,12.91,11.66,NA,NA,NA,2025,80.3,0,0,0.59,15.18,1.05,99.61,0.16,2025,28.4,34.37,22.39,11.98,296.66,43.7,15.71,0.02,2025,-57.85,28.75,26.87,23.64,20.21,15.28,13.45,29.66,2025,30.63,19.35,-1,-1.91,0.21,0.19,0.07
108.025131,34.300369,2025,6,30,181,2025-06-30,8.46,78,23,18.68,27.91,1.94,34.59,92.17,2025,20.84,19.5,339.4,4.09,6.81,0.6,0.17,83.29,2025,24.39,333.9,41.34,0.46,23.69,335,2.88,0.2,2025,4.14,26.65,0.47,14.68,8.41,0.62,5.13,0.27,2025,4.86,7.4,0.23,0.58,7.17,0.01,0.86,23.7,2025,5.4,0.64,11.99,0,0,0,NA,26.11,2025,0,NA,66.42,31.39,19.32,3.42,0.23,3.19,2025,0.77,4.28,2.52,0.51,-1.1,0.24,37.35,4.11,2025,0.03,1.66,1.47,0.77,0.51,96.36,64.99,19.07,2025,0,0.75,32.76,37.3,6.88,5.11,11.87,14.78,2025,19.23,4.45,0.18,0.33,4.24,2.88,0,0,2025,NA,NA,NA,8.33,0.13,NA,NA,NA,2025,84.5,0,0,0.2,14.17,1.08,100.22,0.17,2025,22.91,27.27,19.62,7.65,301.61,41.17,13.2,0,2025,-63.81,25.04,25.94,23.94,20.29,15.36,13.45,23.69,2025,22.5,12.07,0.37,0.56,-0.76,-1.5,0.07
108.025131,34.300369,2025,7,1,182,2025-07-01,21.64,75.81,24.56,19.59,29.99,1.51,35.2,92.2,2025,22.08,18.08,69.6,3.27,12.8,10.32,0.16,71.07,2025,1.33,73.6,41.31,0.46,25.74,71.2,2.28,0.52,2025,9.89,27.69,0.47,15.57,11.91,0.47,4.08,1.22,2025,2.86,5.55,1.6,1.3,3.95,0.03,1.98,24.04,2025,5.74,0.67,12.54,0,0,0,NA,59.65,2025,0,NA,66.41,34,17.84,2.86,0.62,2.24,2025,0.51,4.02,2.52,-2.03,-0.69,0.61,38.93,8.12,2025,1.77,8.83,3.48,0.51,0.34,77.62,61.91,2.66,2025,0,0.78,33.73,38.89,5.29,7.25,8.92,18.77,2025,24.92,4.27,0.16,0.33,3.94,4.73,0,0,2025,NA,NA,NA,16.96,4.68,NA,NA,NA,2025,82.75,0,0,0.52,15.15,1.07,100.2,0.16,2025,24.41,29.22,18.48,10.74,297.54,39.29,11.51,0,2025,-68.18,25.08,24.64,23.77,20.37,15.45,13.45,25.74,2025,25.52,16.16,-1.38,-2.81,-0.41,-1.04,0.07
108.025131,34.300369,2025,7,2,183,2025-07-02,17.51,69.98,27.07,20.67,32.09,1.27,36.9,92.12,2025,23.87,22.53,178.9,2.69,12.54,3.61,0.18,96.24,2025,7.5,179.2,41.28,0.46,26.39,177.5,1.91,0.42,2025,8.15,28.03,0.47,16.65,9.56,0.52,4.25,0.29,2025,3.96,5.38,0.42,1.11,4.96,0.03,1.8,27.31,2025,9.01,0.68,12.89,0,0,0,NA,55.49,2025,0,NA,66.42,32.98,20.95,3.07,0.15,2.92,2025,0.42,4.7,2.53,-0.07,1.66,0.49,39.17,7.62,2025,0.54,4.98,3.08,0.42,0.28,96.48,95.91,6.98,2025,0,0.79,34.92,39.12,5.02,7.87,8.44,19.59,2025,26.92,4.71,0.18,0.33,3.92,3.12,0,0,2025,NA,NA,NA,16.18,1.33,NA,NA,NA,2025,84.89,0,0,0.42,15.69,1.06,100.06,0.18,2025,27.56,31.86,23.03,8.83,282.73,45.38,12.04,0.01,2025,-69.07,25.82,24.93,23.61,20.43,15.53,13.45,26.39,2025,25.97,12.03,-0.02,-0.05,1.11,2.34,0.07
108.025131,34.300369,2025,7,3,184,2025-07-03,11.89,71.6,27.84,21.92,32.42,0.66,37.23,92.1,2025,24.88,23.53,109.8,1.65,9.58,0.5,0.18,91.44,2025,4.48,125.5,41.25,0.47,27.56,106.5,1.07,0.29,2025,5.77,26.2,0.47,18,8.89,0.52,1.6,0.57,2025,1.03,2.8,0.77,0.79,2.03,0.02,1.3,27.98,2025,9.68,0.64,11.98,0,0,0,NA,38.64,2025,0,NA,66.42,33.63,22.29,1.22,0.26,0.96,2025,0.63,5.61,2.53,-0.41,0.12,0.33,40.1,5.73,2025,0.04,2.31,2.14,0.63,0.41,99.14,80.66,7.19,2025,0,0.74,35.99,40.07,7.42,4.56,12.52,13.69,2025,18.74,4.5,0.18,0.33,3.02,2.78,0,0,2025,NA,NA,NA,11.76,0.13,NA,NA,NA,2025,83.84,0,0,0.29,16.91,1.05,100.02,0.18,2025,28.23,32.19,24.18,8.01,273.87,56.56,11.99,0.01,2025,-70.94,26.8,25.43,23.6,20.48,15.62,13.45,27.56,2025,27.76,11.34,-0.23,-0.58,0.16,0.21,0.07
108.025131,34.300369,2025,7,4,185,2025-07-04,22.53,67.14,27.17,19.74,36.48,2.67,36.65,92.11,2025,23.45,19.7,284.7,5.38,9.48,15.5,0.17,51.46,2025,8.96,276.1,41.21,0.47,27.67,280.5,3.93,0.55,2025,10.46,27.91,0.47,15.8,16.78,0.52,9.17,1.42,2025,7.75,11.99,2.26,1.39,9.73,0.04,2.4,28.09,2025,9.79,0.68,12.83,0,0,0,NA,75.83,2025,0,NA,66.42,39.22,19.22,6.23,0.64,5.59,2025,0.41,4.74,2.54,1.86,-0.35,0.64,41.12,6.25,2025,4.22,13.05,3.57,0.41,0.27,51.41,51.53,6.07,2025,0,0.79,35.05,41.08,5.03,7.81,8.25,19.66,2025,26.53,4.44,0.17,0.33,6.25,6.63,0,0,2025,NA,NA,NA,11.94,10.6,NA,NA,NA,2025,83.04,0,0,0.54,15.23,1.06,100.04,0.17,2025,27.18,35.76,19.95,15.81,277.24,46.98,10.99,0.01,2025,-73.34,27.4,25.98,23.73,20.53,15.7,13.45,27.67,2025,29.54,20,1.35,2.47,-0.14,-0.65,0.07
108.025131,34.300369,2025,7,5,186,2025-07-05,25.44,57.77,25.58,15.86,31.75,1.68,34.94,92.46,2025,20.72,17.98,312.1,3.45,9.22,21.42,0.17,58.23,2025,0.08,317.3,41.17,0.47,26.43,314.7,2.45,0.62,2025,11.7,28.68,0.47,12.23,13.77,0.46,4.52,0.89,2025,3.63,6.45,1.33,1.54,5.12,0.04,2.57,24.86,2025,6.56,0.7,13.13,0,0,0,NA,77.35,2025,0,NA,66.41,36.32,17.46,3.29,0.51,2.78,2025,0.31,3.97,2.55,1.63,-1.61,0.72,39.76,5.9,2025,5.81,16.23,4.09,0.31,0.21,47.27,73.58,2.98,2025,0,0.81,33.18,39.72,4.13,9,6.96,21.72,2025,29.94,4.55,0.17,0.33,4.86,7.05,0,0,2025,NA,NA,NA,11.56,13.89,NA,NA,NA,2025,83.37,0,0,0.61,11.42,1.07,100.52,0.17,2025,25.63,30.79,18.48,12.31,289.65,38.64,11.73,0.01,2025,-72.15,25.87,25.4,23.83,20.59,15.79,13.45,26.43,2025,27,18.86,1.07,2.39,-1.16,-2.15,0.07
108.025131,34.300369,2025,7,6,187,2025-07-06,20.13,66.05,26.97,19.88,31.56,0.71,36.37,92.24,2025,23.43,22.46,108.6,1.59,11.93,10.15,0.17,83.75,2025,5.76,100.2,41.13,0.47,27.11,93.1,1.11,0.49,2025,9.4,27.9,0.47,15.86,9.1,0.5,2.15,0.46,2025,1.69,2.83,0.51,1.25,2.32,0.03,1.93,27.01,2025,8.71,0.68,12.87,0,0,0,NA,43.22,2025,0,NA,66.42,34.78,21.08,1.59,0.26,1.33,2025,0.32,4.81,2.56,-0.28,0.02,0.57,40.03,7.54,2025,1.86,8.2,3.35,0.32,0.22,78.29,91.39,3.42,2025,0,0.79,34.83,39.99,4.42,8.44,7.45,20.45,2025,28.28,4.46,0.17,0.33,3.76,3.28,0,0,2025,NA,NA,NA,15.59,4.55,NA,NA,NA,2025,80.53,0,0,0.48,14.77,1.06,100.22,0.17,2025,27.28,31.05,23.43,7.62,290.9,48.18,11.85,0.01,2025,-68.94,26.55,25.58,23.83,20.65,15.87,13.45,27.11,2025,27.57,13.7,-0.16,-0.44,0.03,0.15,0.07
108.025131,34.300369,2025,7,7,188,2025-07-07,14.04,67.95,25.97,18.92,31.49,1.63,36.26,91.98,2025,22.44,21.96,196,3.86,10.11,3.36,0.17,96.72,2025,8.19,193.5,41.08,0.47,26.07,194.6,2.48,0.34,2025,6.49,27.96,0.47,14.99,9.53,0.52,4.86,0.57,2025,4.29,5.96,0.95,0.9,5.01,0.02,1.42,26.73,2025,8.43,0.68,12.68,0,0,0,NA,39.02,2025,0,NA,66.41,33.41,21.05,3.57,0.27,3.3,2025,0.39,4.32,2.57,0.55,2.11,0.4,38.75,6.09,2025,0.4,3.93,2.42,0.39,0.26,95.06,99.04,9.85,2025,0,0.79,33.62,38.69,4.93,7.74,8.29,19.67,2025,26.73,4.6,0.17,0.33,4.48,3.61,0,0,2025,NA,NA,NA,13,1.05,NA,NA,NA,2025,85.49,0,0,0.34,14.17,1.06,99.94,0.17,2025,26.15,30.97,22.46,8.51,292.43,41.29,12.13,0.01,2025,-65.99,26.01,25.51,23.87,20.71,15.95,13.46,26.07,2025,25.21,12.36,0.34,0.92,1.43,3.23,0.07
108.025131,34.300369,2025,7,8,189,2025-07-08,14.68,90.64,23.24,21.6,26.44,1.81,36.1,92,2025,22.42,20.51,68.9,3.56,11.23,1.42,0.18,95.64,2025,26.67,63.7,41.03,0.48,23.15,64.9,2.66,0.36,2025,6.93,25.9,0.5,17.68,5.93,0.65,5.54,0.37,2025,5.17,6.83,0.47,0.94,6.36,0.03,1.5,23.48,2025,5.18,0.63,11.82,0,0,0,NA,43.44,2025,0,NA,66.41,27.05,20.28,3.86,0.22,3.64,2025,0.96,5.4,2.58,-2.29,-1.07,0.42,39.52,6.81,2025,0.12,3.45,2.63,0.96,0.62,97.55,92.97,6.62,2025,0,0.74,34.21,39.47,7.33,4.49,12.47,13.43,2025,17.25,4.43,0.19,0.33,2,0.78,0,0,2025,NA,NA,NA,14.29,0.39,NA,NA,NA,2025,87.69,0,0,0.35,17.39,1.07,99.97,0.18,2025,23.32,26.25,20.66,5.59,291,51.57,14.28,0.02,2025,-62.79,23.8,24.6,23.8,20.76,16.03,13.46,23.15,2025,26.68,6.77,-1.56,-3.08,-0.77,-1.19,0.07
108.025131,34.300369,2025,7,9,190,2025-07-09,18.18,77.33,25.65,20.81,31.95,1.26,36.4,92.23,2025,23.23,20.38,35.4,3.09,12.2,4.18,0.17,92.75,2025,2.79,348.8,40.98,0.48,26.44,8.1,1.98,0.44,2025,8.31,25.92,0.52,16.76,11.57,0.56,2.84,0.54,2025,2.3,5.69,0.44,1.08,5.25,0.03,1.71,26.17,2025,7.87,0.63,11.6,0,0,0,NA,59.31,2025,0,NA,66.41,35.49,19.91,2.06,0.43,1.63,2025,0.73,4.42,2.59,-0.06,-0.45,0.52,40.21,7.72,2025,0.59,5.98,2.97,0.73,0.48,93.46,91.76,4.01,2025,0,0.74,34.47,40.16,7.34,4.26,12.49,13.42,2025,18.32,4.14,0.18,0.33,5.71,7.99,0,0,2025,NA,NA,NA,16.36,1.82,NA,NA,NA,2025,84.69,0,0,0.44,16.13,1.07,100.22,0.17,2025,25.69,31.38,20.98,10.4,291.79,39.55,11.84,0,2025,-68.94,25.56,24.34,23.53,20.8,16.11,13.46,26.43,2025,27.89,15.58,0.05,-0.49,-0.27,-0.69,0.07
108.025131,34.300369,2025,7,10,191,2025-07-10,20.74,80.57,25.34,21.44,29.75,2.62,36.07,92.42,2025,23.39,21.42,85.4,5.45,12.27,8.92,0.16,84.03,2025,2.52,88.7,40.93,0.48,25.93,86.9,3.93,0.51,2025,9.61,26.85,0.5,17.38,8.33,0.52,6.76,1.52,2025,5.24,7.78,2.76,1.27,5.02,0.03,2.02,25.58,2025,7.28,0.66,12.29,0,0,0,NA,63.56,2025,0,NA,66.4,32.37,21.01,4.86,0.67,4.19,2025,0.6,4.74,2.61,-3.78,-0.2,0.59,41.2,8.05,2025,1.57,8.47,3.1,0.6,0.4,79.01,91.07,3.3,2025,0,0.77,34.47,41.16,5.94,6.35,9.94,16.9,2025,23.02,3.95,0.16,0.33,4.68,5.57,0,0,2025,NA,NA,NA,16.41,4.33,NA,NA,NA,2025,85.32,0,0,0.5,17.02,1.07,100.41,0.16,2025,25.28,28.96,21.98,6.98,292.42,45.31,13.8,0.01,2025,-63.95,25.53,24.84,23.48,20.82,16.18,13.46,25.93,2025,29.82,11.36,-2.54,-5.21,-0.06,-0.42,0.07
108.025131,34.300369,2025,7,11,192,2025-07-11,21.91,81.4,25.63,21.97,29.19,2.49,36.01,92.53,2025,23.8,21.61,84.1,5.43,12.57,9.47,0.14,61.74,2025,1.25,87.1,40.87,0.48,25.91,86,3.79,0.54,2025,10.07,25.64,0.49,17.95,7.58,0.5,6.98,1.72,2025,5.26,8.24,3.53,1.3,4.71,0.04,2.07,25.4,2025,7.1,0.63,11.64,0,0,0,NA,62.63,2025,0,NA,66.41,30.95,21.34,4.9,0.9,4,2025,0.87,5.14,2.62,-3.65,-0.25,0.63,41.04,8.36,2025,1.71,9.35,2.9,0.87,0.56,66.08,55.66,2.38,2025,0,0.73,34.74,41.01,7.03,4.61,11.83,13.81,2025,17.83,3.28,0.14,0.33,3.04,3.76,0,0,2025,NA,NA,NA,16.73,5.18,NA,NA,NA,2025,88.09,0,0,0.53,17.64,1.07,100.51,0.14,2025,25.68,28.56,21.9,6.66,290.48,50.93,11.85,0,2025,-67.84,25.53,24.88,23.5,20.85,16.26,13.46,25.91,2025,29.5,9.61,-2.4,-5.17,-0.12,-0.53,0.07
108.025131,34.300369,2025,7,12,193,2025-07-12,24.54,72.06,26.94,20.92,32.39,2.29,35.45,92.62,2025,23.93,21.62,91.1,4.86,9.5,18.94,0.15,25.19,2025,0.7,92.6,40.82,0.48,27.68,91.9,3.42,0.6,2025,11.14,26.64,0.48,16.79,10.77,0.47,5.09,1.91,2025,3.18,7.13,3.15,1.41,3.98,0.04,2.29,27.01,2025,8.71,0.65,12.02,0,0,0,NA,73.85,2025,0,NA,66.41,35.65,21.11,3.69,0.94,2.75,2025,0.54,4.24,2.63,-3.33,0.11,0.7,41.71,6.45,2025,4.69,15.04,3.38,0.54,0.35,30.1,18.31,3.15,2025,0,0.76,34.61,41.69,5.62,6.4,9.35,17.3,2025,23.23,3.62,0.15,0.33,4.94,6.94,0,0,2025,NA,NA,NA,11.9,12.64,NA,NA,NA,2025,83.27,0,0,0.59,16.34,1.07,100.62,0.15,2025,26.89,31.56,22.19,9.37,286.01,43.75,11.53,0,2025,-68.42,26.65,25.14,23.52,20.87,16.34,13.46,27.68,2025,30.79,14.54,-2.23,-4.69,0.1,0.09,0.07
108.025131,34.300369,2025,7,13,194,2025-07-13,26.72,62.35,28.2,19.51,34.39,1.64,35.28,92.41,2025,23.85,22.01,86.8,3.47,8.07,24.05,0.16,25.94,2025,0.01,89.8,40.75,0.48,28.94,87.9,2.47,0.66,2025,12.01,27.37,0.47,15.44,12.38,0.44,4.46,0.85,2025,3.61,6.27,0.93,1.52,5.34,0.04,2.48,28.2,2025,9.9,0.67,12.3,0,0,0,NA,80.17,2025,0,NA,66.41,37.62,21.08,3.23,0.49,2.74,2025,0.42,3.65,2.65,-2.38,-0.09,0.77,42.07,5.46,2025,6.56,18.65,4.03,0.42,0.28,17.57,37.65,1.64,2025,0,0.79,34.63,42.06,5.06,7.24,8.5,18.87,2025,25.53,4.12,0.16,0.33,4.77,7.17,0,0,2025,NA,NA,NA,9.65,17.07,NA,NA,NA,2025,83.77,0,0,0.64,14.84,1.06,100.36,0.16,2025,28.23,33.64,22.77,10.87,288.02,36.87,10.4,0,2025,-71.37,27.81,25.94,23.69,20.9,16.41,13.47,28.94,2025,31.4,16.54,-1.59,-3.32,-0.01,-0.19,0.07
108.025131,34.300369,2025,7,14,195,2025-07-14,27.04,54.79,31.03,20.13,38.12,1.18,36.89,91.93,2025,25.58,23.47,159.6,2.69,6.92,27.11,0.16,16.8,2025,0,152,40.69,0.47,31.75,154.2,1.85,0.66,2025,12.43,27.86,0.46,16.12,14.65,0.41,3.29,0.8,2025,2.49,4.9,1.1,1.61,3.8,0.04,2.59,30.79,2025,12.49,0.68,12.8,0,0,0,NA,80.52,2025,0,NA,66.41,42.07,21.71,2.45,0.52,1.93,2025,0.3,4.22,2.67,-0.59,1.22,0.78,43.5,4.65,2025,7.78,20.12,4.27,0.3,0.21,14.1,20.59,3.5,2025,0,0.8,36.38,43.48,4.26,8.54,7.12,20.74,2025,28.6,4.39,0.17,0.33,4.72,6.5,0,0,2025,NA,NA,NA,8.17,18.87,NA,NA,NA,2025,80.67,0,0,0.65,15.26,1.04,99.79,0.16,2025,31.26,37.38,24.65,12.73,287.14,42.32,10.6,0.01,2025,-72.76,29.79,26.96,24,20.95,16.48,13.47,31.75,2025,33.84,20.36,-0.42,-0.7,0.78,1.88,0.07
108.025131,34.300369,2025,7,15,196,2025-07-15,24.26,50.96,32.98,20.66,39.92,1.35,38.08,91.56,2025,26.82,25.32,199.7,3.51,11.41,16.76,0.15,34,2025,0.04,195.3,40.63,0.47,34.12,195.6,2.2,0.6,2025,11.23,26.6,0.45,16.73,14.6,0.39,3.56,0.86,2025,2.7,5.55,0.83,1.44,4.72,0.04,2.28,32.62,2025,14.32,0.65,12.26,0,0,0,NA,71.74,2025,0,NA,66.42,44.95,24.6,2.62,0.67,1.95,2025,0.39,5.11,2.68,0.26,0.93,0.7,43.96,7.45,2025,3.77,12.86,3.38,0.39,0.29,53.91,6.11,1.45,2025,0,0.77,37.65,43.95,5.1,7.16,8.93,17.67,2025,24.01,3.68,0.15,0.33,4.4,5.23,0,0,2025,NA,NA,NA,14.94,9.33,NA,NA,NA,2025,78.64,0,0,0.58,15.9,1.03,99.34,0.15,2025,33.11,38.97,26.17,12.8,284.49,51.34,11.58,0.01,2025,-71.32,31.93,28.54,24.54,21.03,16.56,13.47,34.12,2025,34.83,20.35,0.14,0.61,0.5,1.72,0.07
108.025131,34.300369,2025,7,16,197,2025-07-16,22.86,64.65,28.78,21.32,32.08,1.8,37.56,91.84,2025,25.05,25.48,292.5,4.24,11.63,13.31,0.16,75.8,2025,0.17,323,40.56,0.47,28.98,310.7,2.76,0.56,2025,10.75,26.53,0.44,17.37,6.6,0.4,4.96,1.51,2025,3.45,6.26,1.86,1.4,4.4,0.04,2.29,28.78,2025,10.48,0.65,12.37,0,0,0,NA,67.41,2025,0,NA,66.43,33.43,24.51,3.54,0.72,2.82,2025,0.39,5.8,2.7,0.73,-0.63,0.66,41.69,7.56,2025,3.18,11.24,3.4,0.39,0.29,75.55,76.14,1.72,2025,0,0.77,36.67,41.66,5.02,7.35,8.79,17.74,2025,24.23,3.88,0.16,0.33,1.51,1.33,0,0,2025,NA,NA,NA,15.28,7.58,NA,NA,NA,2025,85.72,0,0,0.55,17.09,1.05,99.64,0.16,2025,28.9,31.68,26.25,5.43,283.06,59.6,11.76,0.01,2025,-72.48,29.64,29.05,25.22,21.14,16.63,13.47,28.98,2025,30.74,8.92,0.36,1.58,-0.47,-0.65,0.07
108.025131,34.300369,2025,7,17,198,2025-07-17,23,59.35,29.87,20.56,36.17,1.81,37.35,92.04,2025,25.21,24.43,86.6,4.02,9.89,14.67,0.15,66.38,2025,2.85,87.5,40.49,0.47,30.61,86.2,2.75,0.57,2025,10.56,25.74,0.44,16.61,11.74,0.42,4.3,0.92,2025,3.38,5.92,1.55,1.36,4.37,0.04,2.16,30.3,2025,12,0.64,11.75,0,0,0,NA,74.16,2025,0,NA,66.42,40.19,22.84,3.22,0.56,2.66,2025,0.58,5.23,2.72,-2.53,-0.17,0.67,41.12,6.53,2025,4.03,13.11,3.15,0.58,0.39,51.02,87.88,2.01,2025,0,0.75,36.44,41.1,5.85,5.9,9.89,15.85,2025,20.93,3.56,0.16,0.33,3.52,2.41,0,0,2025,NA,NA,NA,12.3,10.71,NA,NA,NA,2025,83.47,0,0,0.55,16.02,1.05,99.88,0.15,2025,29.9,35.12,25.16,9.96,287.91,53.01,11.94,0.01,2025,-69.56,29.47,27.95,25.46,21.28,16.7,13.47,30.61,2025,29.59,17.35,-1.71,-3.61,-0.07,-0.22,0.07
108.025131,34.300369,2025,7,18,199,2025-07-18,23.9,71.53,28.19,22.23,33.87,1.75,36.92,92.03,2025,25.21,24.77,107.8,4.06,11.68,15.55,0.16,79.45,2025,7.99,102.1,40.42,0.47,28.18,103.7,2.74,0.59,2025,11.15,27,0.45,18.34,9.1,0.49,4.37,1.42,2025,2.95,5.74,2.46,1.46,3.28,0.04,2.32,29.32,2025,11.02,0.67,12.52,0,0,0,NA,71.97,2025,0,NA,66.44,35.49,24.31,3.15,0.74,2.41,2025,0.44,5.33,2.75,-2.58,0.63,0.7,40.62,7.56,2025,3.59,12.22,3.64,0.44,0.3,69.68,93.12,1.08,2025,0,0.79,36.02,40.6,4.73,7.79,7.95,19.05,2025,25.88,4.04,0.16,0.33,3.43,1.46,0,0,2025,NA,NA,NA,15.16,8.74,NA,NA,NA,2025,83.54,0,0,0.57,17.63,1.05,99.9,0.16,2025,28.49,33.51,25.34,8.17,290.33,55.18,10.05,0,2025,-72.5,28.23,27.83,25.57,21.42,16.78,13.48,28.18,2025,28.69,11.18,-1.67,-3.71,0.36,1.19,0.07
108.025131,34.300369,2025,7,19,200,2025-07-19,17.11,76.88,26.97,22.38,32.2,2.02,37.59,92.08,2025,24.67,22.39,324.6,4.63,11.5,4.62,0.17,96.4,2025,20.89,323.9,40.36,0.47,26.93,323.6,3.05,0.42,2025,8.07,26.16,0.47,18.52,9.81,0.59,7.42,0.8,2025,6.62,9.96,1.19,1.08,8.77,0.03,1.8,27.3,2025,9,0.65,12.19,0,0,0,NA,54.39,2025,0,NA,66.47,34.23,21.85,5.02,0.43,4.59,2025,0.54,5.95,2.77,0.84,-1.14,0.5,42.76,7.38,2025,0.68,5.6,2.89,0.54,0.37,95,98.36,5.55,2025,0,0.77,36.13,42.72,5.12,7.06,8.77,17.38,2025,23.56,4.28,0.18,0.33,3.85,1.5,0,0,2025,NA,NA,NA,15.41,1.7,NA,NA,NA,2025,83.2,0,0,0.41,17.91,1.06,99.98,0.17,2025,27.13,31.73,22.72,9.01,279.16,58.76,10.97,0.01,2025,-70.47,27.42,27.29,25.54,21.55,16.85,13.48,26.93,2025,32.62,12.38,0.54,1.32,-0.74,-1.86,0.07
108.025131,34.300369,2025,7,20,201,2025-07-20,9.22,83.64,23.46,20.45,26.2,1.28,36.02,92.56,2025,21.96,21.4,281.3,3,7.05,2.06,0.18,98.96,2025,13.95,273.6,40.29,0.49,23.56,271.2,1.97,0.23,2025,4.51,26.41,0.5,16.31,4.8,0.62,3.42,0.2,2025,3.22,5.71,0.37,0.64,5.34,0.02,1.05,23.8,2025,5.5,0.66,12.17,0,0,0,NA,27.16,2025,0,NA,66.49,28.23,20.36,2.31,0.16,2.15,2025,0.57,5.29,2.79,0.65,-0.01,0.27,38.17,4.33,2025,0.18,2.17,1.62,0.57,0.39,99.01,98.9,22.95,2025,0,0.78,33.69,38.11,5.31,6.86,9.12,17.3,2025,22.95,4.5,0.18,0.33,2.75,1.65,0,0,2025,NA,NA,NA,8.76,0.46,NA,NA,NA,2025,87.28,0,0,0.22,15.84,1.08,100.6,0.18,2025,23.58,25.74,21.7,4.04,281.88,51.92,10.74,0,2025,-69.72,24.53,25.78,25.32,21.66,16.93,13.48,23.56,2025,24.06,7.87,0.39,1.07,-0.02,-0.22,0.07
